Name	SWScore	BitScore	E-value	SeqIndex
"sp|Q0T9X8|NRFA_ECOL5 Cytochrome c-552 OS=Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284837
"sp|Q8CVI1|NRFA_ECOL6 Cytochrome c-552 OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284838
"sp|B1IUI1|NRFA_ECOLC Cytochrome c-552 OS=Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks) OX=481805 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284839
"sp|P0ABK9|NRFA_ECOLI Cytochrome c-552 OS=Escherichia coli (strain K12) OX=83333 GN=nrfA PE=1 SV=1"	49.0	41	0.03952	284840
"sp|B7NG13|NRFA_ECOLU Cytochrome c-552 OS=Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC) OX=585056 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284841
"sp|B6I5T8|NRFA_ECOSE Cytochrome c-552 OS=Escherichia coli (strain SE11) OX=409438 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284842
"sp|B1LPN5|NRFA_ECOSM Cytochrome c-552 OS=Escherichia coli (strain SMS-3-5 / SECEC) OX=439855 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284843
"sp|Q1R3J6|NRFA_ECOUT Cytochrome c-552 OS=Escherichia coli (strain UTI89 / UPEC) OX=364106 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284844
"sp|B2TXA4|NRFA_SHIB3 Cytochrome c-552 OS=Shigella boydii serotype 18 (strain CDC 3083-94 / BS512) OX=344609 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284885
"sp|Q31TS5|NRFA_SHIBS Cytochrome c-552 OS=Shigella boydii serotype 4 (strain Sb227) OX=300268 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284886
"sp|Q83P93|NRFA_SHIFL Cytochrome c-552 OS=Shigella flexneri OX=623 GN=nrfA PE=3 SV=4"	49.0	41	0.03952	284887
"sp|Q3YUR5|NRFA_SHISS Cytochrome c-552 OS=Shigella sonnei (strain Ss046) OX=300269 GN=nrfA PE=3 SV=1"	49.0	41	0.03952	284888
"sp|I1RF49|NRPS4_GIBZE Nonribosomal peptide synthetase 4 OS=Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) OX=229533 GN=NRPS4 PE=1 SV=1"	49.0	41	0.03952	285062
"sp|P03134|NS1_MUMIP Initiator protein NS1 OS=Murine minute virus (strain MVM prototype) OX=648235 GN=NS1 PE=1 SV=1"	49.0	41	0.03952	285370
"sp|Q67W50|ORR25_ORYSJ Two-component response regulator ORR25 OS=Oryza sativa subsp. japonica OX=39947 GN=RR25 PE=3 SV=1"	49.0	41	0.03952	298839
"sp|G4N2X9|OXEAS_PYRO7 Bifunctional dioxygenase (DOX)-epoxy alcohol synthase (EAS) OS=Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) OX=242507 GN=MGG_10859 PE=1 SV=1"	49.0	41	0.03952	300091
"sp|P47533|P69_MYCGE ABC transport system permease protein p69 OS=Mycoplasma genitalium (strain ATCC 33530 / DSM 19775 / NCTC 10195 / G37) OX=243273 GN=p69 PE=3 SV=1"	49.0	41	0.03952	301115
"sp|P09274|PAP_VZVD DNA polymerase processivity factor OS=Varicella-zoster virus (strain Dumas) OX=10338 GN=ORF16 PE=3 SV=1"	49.0	41	0.03952	304680
"sp|M1W266|PIG18_CLAP2 Cytochrome P450 monooxygenase CPUR_05419 OS=Claviceps purpurea (strain 20.1) OX=1111077 GN=CPUR_05419 PE=3 SV=1"	49.0	41	0.03952	317366
"sp|Q5NDE4|PMGT2_TAKRU Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 OS=Takifugu rubripes OX=31033 GN=pomgnt2 PE=2 SV=1"	49.0	41	0.03952	321596
"sp|Q5NDE3|PMGT2_TETNG Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 OS=Tetraodon nigroviridis OX=99883 GN=pomgnt2 PE=2 SV=1"	49.0	41	0.03952	321597
"sp|Q4WY82|PPOC_ASPFU Linoleate 10R-lipoxygenase OS=Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) OX=330879 GN=ppoC PE=1 SV=2"	49.0	41	0.03952	326499
"sp|A0A067XNI2|PTAA_PESFW Non-reducing polyketide synthase ptaA OS=Pestalotiopsis fici (strain W106-1 / CGMCC3.15140) OX=1229662 GN=ptaA PE=2 SV=1"	49.0	41	0.03952	337695
"sp|B0X4T2|PTP1_CULQU Putative receptor-type tyrosine-protein phosphatase mosPTP-1 OS=Culex quinquefasciatus OX=7176 GN=CpipJ_CPIJ014098 PE=3 SV=1"	49.0	41	0.03952	339226
"sp|Q9JY93|RF1_NEIMB Peptide chain release factor 1 OS=Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58) OX=122586 GN=prfA PE=3 SV=1"	49.0	41	0.03952	360949
"sp|A7TE38|RGT1_VANPO Glucose transport transcription regulator RGT1 OS=Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) OX=436907 GN=RGT1 PE=3 SV=1"	49.0	41	0.03952	362583
"sp|Q11TT4|RNZ_CYTH3 Ribonuclease Z OS=Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465) OX=269798 GN=rnz PE=3 SV=1"	49.0	41	0.03952	405301
"sp|Q8D1Y8|RPOA_WIGBR DNA-directed RNA polymerase subunit alpha OS=Wigglesworthia glossinidia brevipalpis OX=36870 GN=rpoA PE=3 SV=1"	49.0	41	0.03952	408329
"sp|P0CR23|RSE1_CRYNB Pre-mRNA-splicing factor RSE1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=RSE1 PE=3 SV=1"	49.0	41	0.03952	432522
"sp|P0CR22|RSE1_CRYNJ Pre-mRNA-splicing factor RSE1 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=RSE1 PE=3 SV=1"	49.0	41	0.03952	432523
"sp|Q03246|RT17_YEAST Small ribosomal subunit protein uS17m OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPS17 PE=1 SV=1"	49.0	41	0.03952	436452
"sp|A0KPA2|RUVB_AERHH Holliday junction branch migration complex subunit RuvB OS=Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049) OX=380703 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	438521
"sp|A4SJ26|RUVB_AERS4 Holliday junction branch migration complex subunit RuvB OS=Aeromonas salmonicida (strain A449) OX=382245 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	438522
"sp|C5B9T2|RUVB_EDWI9 Holliday junction branch migration complex subunit RuvB OS=Edwardsiella ictaluri (strain 93-146) OX=634503 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	438746
"sp|A5UAH8|RUVB_HAEIE Holliday junction branch migration complex subunit RuvB OS=Haemophilus influenzae (strain PittEE) OX=374930 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	438788
"sp|Q1GYS6|RUVB_METFK Holliday junction branch migration complex subunit RuvB OS=Methylobacillus flagellatus (strain ATCC 51484 / DSM 6875 / VKM B-1610 / KT) OX=265072 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	438863
"sp|Q6LT48|RUVB_PHOPR Holliday junction branch migration complex subunit RuvB OS=Photobacterium profundum (strain SS9) OX=298386 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	438938
"sp|B4ETP8|RUVB_PROMH Holliday junction branch migration complex subunit RuvB OS=Proteus mirabilis (strain HI4320) OX=529507 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	438953
"sp|A1SSV6|RUVB_PSYIN Holliday junction branch migration complex subunit RuvB OS=Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37) OX=357804 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	438979
"sp|A1JRJ5|RUVB_YERE8 Holliday junction branch migration complex subunit RuvB OS=Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081) OX=393305 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	439202
"sp|A7FIC5|RUVB_YERP3 Holliday junction branch migration complex subunit RuvB OS=Yersinia pseudotuberculosis serotype O:1b (strain IP 31758) OX=349747 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	439203
"sp|Q1C814|RUVB_YERPA Holliday junction branch migration complex subunit RuvB OS=Yersinia pestis bv. Antiqua (strain Antiqua) OX=360102 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	439204
"sp|B2K324|RUVB_YERPB Holliday junction branch migration complex subunit RuvB OS=Yersinia pseudotuberculosis serotype IB (strain PB1/+) OX=502801 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	439205
"sp|Q8ZEU5|RUVB_YERPE Holliday junction branch migration complex subunit RuvB OS=Yersinia pestis OX=632 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	439206
"sp|A9QYX2|RUVB_YERPG Holliday junction branch migration complex subunit RuvB OS=Yersinia pestis bv. Antiqua (strain Angola) OX=349746 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	439207
"sp|Q1CJG5|RUVB_YERPN Holliday junction branch migration complex subunit RuvB OS=Yersinia pestis bv. Antiqua (strain Nepal516) OX=377628 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	439208
"sp|A4TJK0|RUVB_YERPP Holliday junction branch migration complex subunit RuvB OS=Yersinia pestis (strain Pestoides F) OX=386656 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	439209
"sp|Q66AT9|RUVB_YERPS Holliday junction branch migration complex subunit RuvB OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	439210
"sp|B1JLL0|RUVB_YERPY Holliday junction branch migration complex subunit RuvB OS=Yersinia pseudotuberculosis serotype O:3 (strain YPIII) OX=502800 GN=ruvB PE=3 SV=1"	49.0	41	0.03952	439211
"sp|Q4UNE0|SCA2_RICFE Putative surface cell antigen sca2 OS=Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) OX=315456 GN=sca2 PE=3 SV=1"	49.0	41	0.03952	442966
"sp|D4AZG9|SCPE_ARTBC Carboxypeptidase Y homolog ARB_06361 OS=Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) OX=663331 GN=ARB_01587 PE=3 SV=1"	49.0	41	0.03952	443972
"sp|Q4UJM1|SDHA_RICFE Succinate dehydrogenase flavoprotein subunit OS=Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) OX=315456 GN=sdhA PE=3 SV=1"	49.0	41	0.03952	444765
"sp|Q9BYH1|SE6L1_HUMAN Seizure 6-like protein OS=Homo sapiens OX=9606 GN=SEZ6L PE=1 SV=1"	49.0	41	0.03952	445252
"sp|Q6P1D5|SE6L1_MOUSE Seizure 6-like protein OS=Mus musculus OX=10090 GN=Sez6l PE=1 SV=1"	49.0	41	0.03952	445253
"sp|P39361|SGCR_ECOLI Putative sgc region transcriptional regulator OS=Escherichia coli (strain K12) OX=83333 GN=sgcR PE=4 SV=1"	49.0	41	0.03952	449981
"sp|Q04748|SOV1_YEAST Protein SOV1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOV1 PE=1 SV=1"	49.0	41	0.03952	455812
"sp|B1YGP4|SP5G_EXIS2 Putative septation protein SpoVG OS=Exiguobacterium sibiricum (strain DSM 17290 / CCUG 55495 / CIP 109462 / JCM 13490 / 255-15) OX=262543 GN=spoVG PE=3 SV=1"	49.0	41	0.03952	456256
"sp|Q8CI59|STEA3_MOUSE Metalloreductase STEAP3 OS=Mus musculus OX=10090 GN=Steap3 PE=1 SV=1"	49.0	41	0.03952	462467
"sp|Q5RKL5|STEA3_RAT Metalloreductase STEAP3 OS=Rattus norvegicus OX=10116 GN=Steap3 PE=1 SV=1"	49.0	41	0.03952	462468
"sp|B2HIH4|SYE_MYCMM Glutamate--tRNA ligase OS=Mycobacterium marinum (strain ATCC BAA-535 / M) OX=216594 GN=gltX PE=3 SV=1"	49.0	41	0.03952	468945
"sp|Q73VI4|SYE_MYCPA Glutamate--tRNA ligase OS=Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) OX=262316 GN=gltX PE=3 SV=1"	49.0	41	0.03952	468947
"sp|A0PPY8|SYE_MYCUA Glutamate--tRNA ligase OS=Mycobacterium ulcerans (strain Agy99) OX=362242 GN=gltX PE=3 SV=2"	49.0	41	0.03952	468958
"sp|Q82JR3|SYE_STRAW Glutamate--tRNA ligase OS=Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680) OX=227882 GN=gltX PE=3 SV=1"	49.0	41	0.03952	469147
"sp|B7H068|SYH_ACIB3 Histidine--tRNA ligase OS=Acinetobacter baumannii (strain AB307-0294) OX=557600 GN=hisS PE=3 SV=1"	49.0	41	0.03952	471188
"sp|B0VKR7|SYH_ACIBS Histidine--tRNA ligase OS=Acinetobacter baumannii (strain SDF) OX=509170 GN=hisS PE=1 SV=1"	49.0	41	0.03952	471191
"sp|B0V5G6|SYH_ACIBY Histidine--tRNA ligase OS=Acinetobacter baumannii (strain AYE) OX=509173 GN=hisS PE=3 SV=1"	49.0	41	0.03952	471193
"sp|Q5QZS6|SYI_IDILO Isoleucine--tRNA ligase OS=Idiomarina loihiensis (strain ATCC BAA-735 / DSM 15497 / L2-TR) OX=283942 GN=ileS PE=3 SV=1"	49.0	41	0.03952	472110
"sp|B3WDZ1|SYI_LACCB Isoleucine--tRNA ligase OS=Lacticaseibacillus casei (strain BL23) OX=543734 GN=ileS PE=3 SV=1"	49.0	41	0.03952	472116
"sp|Q039Q9|SYI_LACP3 Isoleucine--tRNA ligase OS=Lacticaseibacillus paracasei (strain ATCC 334 / BCRC 17002 / CCUG 31169 / CIP 107868 / KCTC 3260 / NRRL B-441) OX=321967 GN=ileS PE=3 SV=1"	49.0	41	0.03952	472122
"sp|A5UJ40|SYR_HAEIG Arginine--tRNA ligase OS=Haemophilus influenzae (strain PittGG) OX=374931 GN=argS PE=3 SV=1"	49.0	41	0.03952	475910
"sp|Q8U149|SYR_PYRFU Arginine--tRNA ligase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=argS PE=3 SV=1"	49.0	41	0.03952	476137
"sp|Q73GH6|SYT_WOLPM Threonine--tRNA ligase OS=Wolbachia pipientis wMel OX=163164 GN=thrS PE=3 SV=1"	49.0	41	0.03952	477942
"sp|Q49Y96|SYV_STAS1 Valine--tRNA ligase OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=valS PE=3 SV=1"	49.0	41	0.03952	478276
"sp|B6J5W6|THIG_COXB1 Thiazole synthase OS=Coxiella burnetii (strain CbuK_Q154) OX=434924 GN=thiG PE=3 SV=1"	49.0	41	0.03952	487581
"sp|B6J1X5|THIG_COXB2 Thiazole synthase OS=Coxiella burnetii (strain CbuG_Q212) OX=434923 GN=thiG PE=3 SV=1"	49.0	41	0.03952	487582
"sp|A9KGN4|THIG_COXBN Thiazole synthase OS=Coxiella burnetii (strain Dugway 5J108-111) OX=434922 GN=thiG PE=3 SV=1"	49.0	41	0.03952	487583
"sp|A9NB65|THIG_COXBR Thiazole synthase OS=Coxiella burnetii (strain RSA 331 / Henzerling II) OX=360115 GN=thiG PE=3 SV=1"	49.0	41	0.03952	487584
"sp|Q83EI7|THIG_COXBU Thiazole synthase OS=Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=227377 GN=thiG PE=3 SV=1"	49.0	41	0.03952	487585
"sp|P0AGG6|THIO2_ECO57 Thioredoxin 2 OS=Escherichia coli O157:H7 OX=83334 GN=trxC PE=3 SV=1"	49.0	41	0.03952	488586
"sp|P0AGG5|THIO2_ECOL6 Thioredoxin 2 OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=trxC PE=3 SV=1"	49.0	41	0.03952	488587
"sp|P0AGG4|THIO2_ECOLI Thioredoxin 2 OS=Escherichia coli (strain K12) OX=83333 GN=trxC PE=1 SV=1"	49.0	41	0.03952	488588
"sp|P0AGG7|THIO2_SHIFL Thioredoxin 2 OS=Shigella flexneri OX=623 GN=trxC PE=3 SV=1"	49.0	41	0.03952	488592
"sp|A3D007|TPMT_SHEB5 Thiopurine S-methyltransferase OS=Shewanella baltica (strain OS155 / ATCC BAA-1091) OX=325240 GN=tpm PE=3 SV=1"	49.0	41	0.03952	495625
"sp|Q72TP1|TRHO_LEPIC tRNA uridine(34) hydroxylase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130) OX=267671 GN=trhO PE=3 SV=1"	49.0	41	0.03952	497141
"sp|Q8CXS1|TRHO_LEPIN tRNA uridine(34) hydroxylase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) OX=189518 GN=trhO PE=3 SV=1"	49.0	41	0.03952	497142
"sp|A1S1Z8|TRMA_SHEAM tRNA/tmRNA (uracil-C(5))-methyltransferase OS=Shewanella amazonensis (strain ATCC BAA-1098 / SB2B) OX=326297 GN=trmA PE=3 SV=1"	49.0	41	0.03952	498258
"sp|Q9ZKC0|TRUA_HELPJ tRNA pseudouridine synthase A OS=Helicobacter pylori (strain J99 / ATCC 700824) OX=85963 GN=truA PE=3 SV=1"	49.0	41	0.03952	503025
"sp|B7GFQ4|TSAD_ANOFW tRNA N6-adenosine threonylcarbamoyltransferase OS=Anoxybacillus flavithermus (strain DSM 21510 / WK1) OX=491915 GN=tsaD PE=3 SV=1"	49.0	41	0.03952	504658
"sp|Q0CFD4|UBA4_ASPTN Adenylyltransferase and sulfurtransferase uba4 OS=Aspergillus terreus (strain NIH 2624 / FGSC A1156) OX=341663 GN=uba4 PE=3 SV=1"	49.0	41	0.03952	510024
"sp|Q2YPD5|URE11_BRUA2 Urease subunit alpha 1 OS=Brucella abortus (strain 2308) OX=359391 GN=ureC1 PE=1 SV=1"	49.0	41	0.03952	515864
"sp|Q93T81|URE11_BRUAB Urease subunit alpha 1 OS=Brucella abortus biovar 1 (strain 9-941) OX=262698 GN=ureC1 PE=3 SV=1"	49.0	41	0.03952	515865
"sp|Q8YF72|URE11_BRUME Urease subunit alpha 1 OS=Brucella melitensis biotype 1 (strain ATCC 23456 / CCUG 17765 / NCTC 10094 / 16M) OX=224914 GN=ureC1 PE=3 SV=1"	49.0	41	0.03952	515866
"sp|Q8G2P8|URE11_BRUSU Urease subunit alpha 1 OS=Brucella suis biovar 1 (strain 1330) OX=204722 GN=ureC1 PE=1 SV=1"	49.0	41	0.03952	515867
"sp|P40682|VAS1_BOVIN V-type proton ATPase subunit S1 OS=Bos taurus OX=9913 GN=ATP6AP1 PE=1 SV=1"	49.0	41	0.03952	520759
"sp|Q07344|VF137_ASFB7 Structural protein A137R OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=Ba71V-042 PE=1 SV=1"	49.0	41	0.03952	522595
"sp|P9WF50|VPC45_MYCTO Ribonuclease VapC45 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=vapC45 PE=3 SV=1"	49.0	41	0.03952	526241
"sp|P9WF51|VPC49_MYCTU Ribonuclease VapC49 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=vapC49 PE=1 SV=1"	49.0	41	0.03952	526248
"sp|Q07655|WHI4_YEAST Protein WHI4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=WHI4 PE=1 SV=1"	49.0	41	0.03952	528562
"sp|Q8QHJ8|XPO6_DANRE Exportin-6 OS=Danio rerio OX=7955 GN=xpo6 PE=2 SV=1"	49.0	41	0.03952	530665
"sp|Q49YE0|Y1056_STAS1 Putative universal stress protein SSP1056 OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=SSP1056 PE=3 SV=1"	49.0	41	0.03952	533540
"sp|A8AIB3|Y2102_CITK8 UPF0319 protein CKO_02102 OS=Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338 GN=CKO_02102 PE=3 SV=1"	49.0	41	0.03952	540586
"sp|P0DA10|Y260_STRP3 Uncharacterized membrane protein SpyM3_0260 OS=Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315) OX=198466 GN=SpyM3_0260 PE=3 SV=1"	49.0	41	0.03952	542693
"sp|P0DA11|Y260_STRPQ Uncharacterized membrane protein SPs1599 OS=Streptococcus pyogenes serotype M3 (strain SSI-1) OX=193567 GN=SPs1599 PE=3 SV=1"	49.0	41	0.03952	542694
"sp|B4S6X1|YIDC_PROA2 Membrane protein insertase YidC OS=Prosthecochloris aestuarii (strain DSM 271 / SK 413) OX=290512 GN=yidC PE=3 SV=1"	49.0	41	0.03952	561513
"sp|P75978|YMFN_ECOLI Protein YmfN OS=Escherichia coli (strain K12) OX=83333 GN=ymfN PE=3 SV=1"	49.0	41	0.03952	564647
"sp|Q86A83|ZDHC2_DICDI Putative ZDHHC-type palmitoyltransferase 2 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0274739 PE=2 SV=2"	49.0	41	0.03952	570734
"sp|P0C9T4|5054R_ASFP4 Protein MGF 505-4R OS=African swine fever virus (isolate Tick/South Africa/Pretoriuskop Pr4/1996) OX=561443 GN=Pret-040 PE=3 SV=1"	48.0	41	0.04602	2112
"sp|P52126|ABPB_ECOLI Anti-bacteriophage protein B OS=Escherichia coli (strain K12) OX=83333 GN=abpB PE=1 SV=1"	48.0	41	0.04602	4641
"sp|B9FK36|ACC2_ORYSJ Acetyl-CoA carboxylase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=ACC2 PE=3 SV=2"	48.0	41	0.04602	5026
"sp|Q95LF3|ACKR1_PANTR Atypical chemokine receptor 1 OS=Pan troglodytes OX=9598 GN=ACKR1 PE=3 SV=1"	48.0	41	0.04602	7141
"sp|Q9Y0A7|AMOS_DROME Basic helix-loop-helix transcription factor amos OS=Drosophila melanogaster OX=7227 GN=amos PE=1 SV=2"	48.0	41	0.04602	16173
"sp|A5EXR1|ARCA_DICNV Arginine deiminase OS=Dichelobacter nodosus (strain VCS1703A) OX=246195 GN=arcA PE=3 SV=1"	48.0	41	0.04602	21663
"sp|P51466|ARR1_ONCMY Arrestin red cell isoform 1 OS=Oncorhynchus mykiss OX=8022 PE=2 SV=1"	48.0	41	0.04602	29362
"sp|P51467|ARR2_ONCMY Arrestin red cell isoform 2 OS=Oncorhynchus mykiss OX=8022 PE=2 SV=1"	48.0	41	0.04602	29369
"sp|P51468|ARR3_ONCMY Arrestin red cell isoform 3 OS=Oncorhynchus mykiss OX=8022 PE=2 SV=1"	48.0	41	0.04602	29372
"sp|Q9Y2Q0|AT8A1_HUMAN Phospholipid-transporting ATPase IA OS=Homo sapiens OX=9606 GN=ATP8A1 PE=1 SV=1"	48.0	41	0.04602	32275
"sp|P70704|AT8A1_MOUSE Phospholipid-transporting ATPase IA OS=Mus musculus OX=10090 GN=Atp8a1 PE=1 SV=2"	48.0	41	0.04602	32276
"sp|Q6CUV2|ATG26_KLULA Sterol 3-beta-glucosyltransferase OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=ATG26 PE=3 SV=1"	48.0	41	0.04602	32865
"sp|A5UNI4|ATGT_METS3 tRNA-guanine(15) transglycosylase OS=Methanobrevibacter smithii (strain ATCC 35061 / DSM 861 / OCM 144 / PS) OX=420247 GN=tgtA PE=3 SV=1"	48.0	41	0.04602	33305
"sp|A0A1U8QT10|ATRA_EMENI ABC multidrug transporter atrA OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=atrA PE=2 SV=1"	48.0	41	0.04602	40739
"sp|D2KFH1|AVLA4_WHEAT Avenin-like a4 OS=Triticum aestivum OX=4565 PE=2 SV=1"	48.0	41	0.04602	41272
"sp|Q8XMY2|AZOR1_CLOPE FMN-dependent NADH:quinone oxidoreductase 1 OS=Clostridium perfringens (strain 13 / Type A) OX=195102 GN=azoR1 PE=3 SV=1"	48.0	41	0.04602	41532
"sp|B1W5F4|BIOB_STRGG Biotin synthase OS=Streptomyces griseus subsp. griseus (strain JCM 4626 / CBS 651.72 / NBRC 13350 / KCC S-0626 / ISP 5235) OX=455632 GN=bioB PE=3 SV=1"	48.0	41	0.04602	45790
"sp|Q9X682|C28AA_BACTF Pesticidal crystal protein Cry28Aa OS=Bacillus thuringiensis subsp. finitimus OX=29337 GN=cry28Aa PE=2 SV=1"	48.0	41	0.04602	50258
"sp|Q8CFW7|C2D2A_MOUSE Coiled-coil and C2 domain-containing protein 2A OS=Mus musculus OX=10090 GN=Cc2d2a PE=1 SV=1"	48.0	41	0.04602	50299
"sp|A2BYV8|CAPP_PROM5 Phosphoenolpyruvate carboxylase OS=Prochlorococcus marinus (strain MIT 9515) OX=167542 GN=ppc PE=3 SV=1"	48.0	41	0.04602	53224
"sp|Q3V3V9|CARL2_MOUSE Capping protein, Arp2/3 and myosin-I linker protein 2 OS=Mus musculus OX=10090 GN=Carmil2 PE=1 SV=2"	48.0	41	0.04602	54520
"sp|Q9TV13|CASP1_HORSE Caspase-1 OS=Equus caballus OX=9796 GN=CASP1 PE=2 SV=1"	48.0	41	0.04602	54977
"sp|Q9WGE0|CATV_NPVHC Viral cathepsin OS=Hyphantria cunea nuclear polyhedrosis virus OX=28288 GN=VCATH PE=3 SV=1"	48.0	41	0.04602	55520
"sp|A1WZI2|CCA_HALHL Multifunctional CCA protein OS=Halorhodospira halophila (strain DSM 244 / SL1) OX=349124 GN=cca PE=3 SV=1"	48.0	41	0.04602	57346
"sp|Q8IW35|CEP97_HUMAN Centrosomal protein of 97 kDa OS=Homo sapiens OX=9606 GN=CEP97 PE=1 SV=1"	48.0	41	0.04602	61891
"sp|Q80U30|CL16A_MOUSE Protein CLEC16A OS=Mus musculus OX=10090 GN=Clec16a PE=1 SV=2"	48.0	41	0.04602	68231
"sp|P31373|CYS3_YEAST Cystathionine gamma-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS3 PE=1 SV=2"	48.0	41	0.04602	89676
"sp|F4IDY7|DDR4_ARATH DDT domain-containing protein DDR4 OS=Arabidopsis thaliana OX=3702 GN=DDR4 PE=1 SV=1"	48.0	41	0.04602	98076
"sp|Q41364|DIT1_SPIOL Dicarboxylate transporter 1, chloroplastic OS=Spinacia oleracea OX=3562 GN=DIT1 PE=1 SV=1"	48.0	41	0.04602	103330
"sp|Q1QS94|DNAA_NITHX Chromosomal replication initiator protein DnaA OS=Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14) OX=323097 GN=dnaA PE=3 SV=1"	48.0	41	0.04602	104757
